"id";"Imagen";"Nombre";"Referencia";"Categoría";"Precio base";"Precio final";"Cantidad";"Estado";
"63";"http://makemark.com.co/babalu/img/p/3/4/3/343.jpg";"BLUSA POLIÉSTER TALLA S-M-L";"39063";"Ropa Deportiva Femenina";"18183.090000";"18183.09";"8";"1";
"6";"http://makemark.com.co/babalu/img/p/8/2/82.jpg";"TOP TEJIDO SUPPLEX® TALLA ÚNICA";"38383";"Ropa Deportiva Femenina";"6061.030000";"6061.03";"5";"1";
"128";"http://makemark.com.co/babalu/img/p/5/5/5/555.jpg";"PANTY FAJA ALGODÓN ELASTANO";"22011";"Lingerie";"2565.840000";"2565.84";"18";"1";
"71";"http://makemark.com.co/babalu/img/p/3/7/6/376.jpg";"BALACA TEJIDO SUPPLEX®";"31313";"Ropa Deportiva Femenina";"2020.340000";"2020.34";"3";"1";
"14";"http://makemark.com.co/babalu/img/p/1/3/7/137.jpg";"LEGGINS TEJIDO SUPPLEX® TALLA ÚNICA";"38283";"Ropa Deportiva Femenina";"12930.190000";"12930.19";"9";"1";
"136";"http://makemark.com.co/babalu/img/p/5/6/7/567.jpg";"PANTALÓN PIJAMERO";"27646";"Hombres";"4040.690000";"4040.69";"24";"1";
"80";"http://makemark.com.co/babalu/img/p/4/1/8/418.jpg";"MEDIA DEPORTIVA DE COMPRESIÓN";"39103";"Ropa Deportiva Femenina";"1616.270000";"1616.27";"3";"1";
"22";"http://makemark.com.co/babalu/img/p/1/8/6/186.jpg";"TOP TEJIDO SUPPLEX® TALLA ÚNICA";"15943";"Ropa Deportiva Femenina";"3434.580000";"3434.58";"24";"1";
"144";"http://makemark.com.co/babalu/img/p/5/9/5/595.jpg";"PANTALÓN DEPORTIVO MICROFIBRA RIK";"28606";"ROPA DEPORTIVA MASCULINA";"6263.060000";"6263.06";"36";"1";
"88";"http://makemark.com.co/babalu/img/p/4/3/7/437.jpg";"TRAJE DE BAÑO POLIÉSTER COLOR ÚNICO TALLA 32-34-36";"15044";"Vestidos de Baño";"8283.410000";"8283.41";"8";"1";
"31";"http://makemark.com.co/babalu/img/p/2/2/1/221.jpg";"LEGGINS TEJIDO SUPPLEX® TALLA M-L";"37683";"Ropa Deportiva Femenina";"11717.990000";"11717.99";"30";"1";
